COUNTY,YEARS,STRATA,AGE GROUP,LIFETIME PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
Merced,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Modoc,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mono,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Monterey,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Napa,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Nevada,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Orange,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Placer,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Plumas,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Riverside,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sacramento,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Benito,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Bernardino,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Diego,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Francisco,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Joaquin,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Luis Obispo,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Mateo,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Barbara,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Clara,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Cruz,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Shasta,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sierra,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Siskiyou,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Solano,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sonoma,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Stanislaus,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sutter,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Tehama,2017–2018,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Trinity,2017–2018,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Tulare,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Tuolumne,2017–2018,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Ventura,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Yolo,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Yuba,2017–2018,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
California,2017–2018,Age groups,5–17 years,17.100,(14.6–19.5),,
Alameda,2017–2018,Age groups,5–17 years,15.400,(4.1–26.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Alpine,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Amador,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Butte,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Calaveras,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Colusa,2017–2018,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Contra Costa,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Del Norte,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
El Dorado,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Fresno,2017–2018,Age groups,5–17 years,24.100,(4.7–43.6),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Glenn,2017–2018,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Humboldt,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Imperial,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Inyo,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Kern,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Kings,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Lake,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Lassen,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Los Angeles,2017–2018,Age groups,5–17 years,17.900,(12.3–23.5),,
Madera,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Marin,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Mariposa,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mendocino,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Merced,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Modoc,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mono,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Monterey,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Napa,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Nevada,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Orange,2017–2018,Age groups,5–17 years,13.600,(2.5–24.8),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Placer,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Plumas,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Riverside,2017–2018,Age groups,5–17 years,20.500,(8.4–32.5),,
Sacramento,2017–2018,Age groups,5–17 years,17.900,(3.0–32.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Benito,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
San Bernardino,2017–2018,Age groups,5–17 years,18.300,(4.9–31.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Diego,2017–2018,Age groups,5–17 years,13.500,(6.3–20.6),,
San Francisco,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
San Joaquin,2017–2018,Age groups,5–17 years,35.400,(5.2–65.6),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Luis Obispo,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
San Mateo,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Santa Barbara,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Santa Clara,2017–2018,Age groups,5–17 years,18.500,(5.2–31.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Santa Cruz,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Shasta,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sierra,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Siskiyou,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Solano,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sonoma,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Stanislaus,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sutter,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Tehama,2017–2018,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Trinity,2017–2018,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Tulare,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Tuolumne,2017–2018,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Ventura,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Yolo,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Yuba,2017–2018,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
California,2017–2018,Age groups,18–64 years,16.300,(15.5–17.1),,
Alameda,2017–2018,Age groups,18–64 years,13.200,(9.1–17.3),,
Alpine,2017–2018,Age groups,18–64 years,25.500,(9.7–41.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Amador,2017–2018,Age groups,18–64 years,25.500,(9.7–41.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Butte,2017–2018,Age groups,18–64 years,19.600,(10.3–28.8),,
Calaveras,2017–2018,Age groups,18–64 years,25.500,(9.7–41.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
